OrderNum,OrderType,CustomerType,CustName,CustState,ProdCategory,ProdNumber,ProdName,Quantity,Price,Discount,OrderTotal
1103954,Retail,Individual,Emmalynne Stanluck,Missouri,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1103955,Retail,Individual,Dooley O'Reilly,Virginia,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1103956,Wholesale,Business,Labadie Inc.,Kansas,Drone Kits,DK202,BYOD-200,77,$58.95 ,$11.79 ,"$4,527.36 "
1103957,Wholesale,Business,Raynor LLC,Missouri,Blueprints,BP106,Hexacopter Drone Blueprint,5,$8.99 ,$1.80 ,$43.15 
1103958,Wholesale,Business,Mills Inc.,Oklahoma,Robots,RS706,RWW-75 Robot,10,$883.00 ,$176.60 ,"$8,653.40 "
1103959,Wholesale,Business,Brekke Productions,Louisiana,Robots,RS703,RCB-889 Robot,8,$549.00 ,$109.80 ,"$4,282.20 "
1103960,Wholesale,Business,Wilkinson LLC,Massachusetts,eBooks,EB513,Photograph Drones,12,$14.99 ,$3.00 ,$176.88 
1103961,Retail,Individual,Everett Dorracott,Michigan,eBooks,EB520,Understanding Arduino,1,$17.50 ,0,$17.50 
1103962,Wholesale,Business,Labadie Inc.,Kansas,Robots,RS705,RQTE-554 Robot,11,$684.00 ,$136.80 ,"$7,387.20 "
1103963,Retail,Individual,Teador Piggford,Illinois,eBooks,EB506,Delta Robots,1,$16.99 ,0,$16.99 
1103964,Wholesale,Business,Parker Group,Arizona,eBooks,EB508,Fixed Wing Drones,9,$15.50 ,$3.10 ,$136.40 
1103965,Wholesale,Business,Schiller LLC,Pennsylvania,Training Videos,TV808,Robotic Essentials,9,$34.99 ,$7.00 ,$307.91 
1103966,Retail,Individual,Roscoe Shuter,Virginia,eBooks,EB521,Understanding Artificial Intelligence,1,$19.50 ,0,$19.50 
1103967,Wholesale,Business,Ankunding Inc.,South Carolina,eBooks,EB505,Delivery Drones,7,$14.99 ,$3.00 ,$101.93 
1103968,Wholesale,Business,Mountain Run LLC,Georgia,eBooks,EB521,Understanding Artificial Intelligence,10,$19.50 ,$3.90 ,$191.10 
1103969,Wholesale,Business,Raynor LLC,Missouri,Drone Kits,DK204,BYOD-300,11,$89.00 ,$17.80 ,$961.20 
1103970,Retail,Individual,Nikolaus Walker,Texas,Blueprints,BP110,Upside Down Robot Blueprint,1,$12.00 ,0,$12.00 
1103971,Wholesale,Business,Fisher Inc.,Nevada,eBooks,EB502,Building Your First Robot,11,$24.95 ,$4.99 ,$269.46 
1103972,Wholesale,Business,Schmidt Group,Nebraska,Training Videos,TV803,Cloud Computing,9,$29.99 ,$6.00 ,$263.91 
1103973,Retail,Individual,Pier Crasswell,Missouri,Training Videos,TV813,Virtual Reality Basics,1,$29.99 ,0,$29.99 
1103974,Retail,Individual,Bethany Lakin,District of Columbia,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1103975,Retail,Individual,Marsiella Laing,Washington,eBooks,EB517,SCARA Robots,1,$19.50 ,0,$19.50 
1103976,Wholesale,Business,Funk and Sons,Connecticut,Blueprints,BP108,Panda Robot Blueprint,6,$7.99 ,$1.60 ,$46.34 
1103977,Wholesale,Business,Blick Inc.,Delaware,Training Videos,TV804,Drone Video Techniques,86,$37.99 ,$7.60 ,"$3,259.54 "
1103978,Wholesale,Business,Kuhlman Inc.,Tennessee,Training Videos,TV806,Mapping with Drones,12,$49.00 ,$9.80 ,$578.20 
1103979,Retail,Individual,Jillene Wemm,Texas,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99 ,0,$8.99 
1103980,Retail,Individual,Netti Smalcombe,Wisconsin,Blueprints,BP101,All Eyes Drone Blueprint,1,$9.99 ,0,$9.99 
1103981,Retail,Individual,Gwenneth Ivic,Ohio,Robot Kits,RK603,BYOR-1500,1,$189.00 ,0,$189.00 
1103982,Wholesale,Business,Pouros Inc.,Michigan,Blueprints,BP102,Bsquare Robot Blueprint,11,$8.99 ,$1.80 ,$97.09 
1103983,Retail,Individual,Malchy Jeyness,New York,Training Videos,TV810,Understanding Automation,1,$44.95 ,0,$44.95 
1103984,Wholesale,Business,Erdman LLC,North Carolina,Drone Kits,DK209,BYOD-550,5,$179.00 ,$35.80 ,$859.20 
1103985,Retail,Individual,Luciano Valentino,Utah,Training Videos,TV801,Aerial Security,1,$36.99 ,0,$36.99 
1103986,Retail,Business,Cruickshank LLC,New York,Robots,RS702,MICR-23K Robot,87,$899.00 ,0,"$78,213.00 "
1103987,Retail,Individual,Gabey Culham,Michigan,Robot Kits,RK602,BYOR-1000,1,$189.00 ,0,$189.00 
1103988,Wholesale,Business,Hettinger and Sons,West Virginia,Blueprints,BP106,Hexacopter Drone Blueprint,10,$8.99 ,$1.80 ,$88.10 
1103989,Wholesale,Business,Effertz LLC,Washington,Robot Kits,RK607,BYOR-4005,11,$245.00 ,$49.00 ,"$2,646.00 "
1103990,Retail,Individual,Leonora Pollicatt,Massachusetts,Training Videos,TV804,Drone Video Techniques,1,$37.99 ,0,$37.99 
1103991,Wholesale,Business,Treutel Group,New York,Blueprints,BP110,Sleepy Eye Blueprint,12,$11.99 ,$2.40 ,$141.48 
1103992,Wholesale,Business,Casper-Brown,California,Blueprints,BP104,Cat Robot Blueprint,5,$4.99 ,$1.00 ,$23.95 
1103993,Wholesale,Business,Jacobson Group,Georgia,Training Videos,TV803,Cloud Computing,6,$29.99 ,$6.00 ,$173.94 
1103994,Retail,Individual,Ciro Bremen,Kansas,eBooks,EB513,Photograph Drones,1,$14.99 ,0,$14.99 
1103995,Wholesale,Business,Murazik Inc.,Arizona,Training Videos,TV802,AI for Educators,9,$49.95 ,$9.99 ,$439.56 
1103996,Retail,Individual,Karee Wharfe,Illinois,eBooks,EB501,Articulated Robots,1,$23.99 ,0,$23.99 
1103997,Retail,Individual,Marc Riach,Pennsylvania,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1103998,Wholesale,Business,The TMC Company,Tennessee,Robots,RS706,RWW-75 Robot,9,$883.00 ,$176.60 ,"$7,770.40 "
1103999,Wholesale,Business,Feest Inc.,Indiana,eBooks,EB503,Building Your Own Drone,11,$24.99 ,$5.00 ,$269.89 
1104000,Retail,Individual,Antonio Endean,Michigan,Training Videos,TV806,Mapping with Drones,1,$49.00 ,0,$49.00 
1104001,Wholesale,Business,Feil LLC,Maryland,eBooks,EB503,Building Your Own Drone,11,$24.99 ,$5.00 ,$269.89 
1104002,Wholesale,Business,Ullrich Inc.,Kansas,Training Videos,TV803,Cloud Computing,5,$29.99 ,$6.00 ,$143.95 
1104003,Wholesale,Business,Gleason LLC,Louisiana,Blueprints,BP104,Cat Robot Blueprint,37,$4.99 ,$1.00 ,$183.63 
1104004,Retail,Individual,Jeffery Lowe,Ohio,Robots,RS706,RWW-75 Robot,1,$883.00 ,0,$883.00 
1104005,Wholesale,Business,Herzog Group,California,Robot Kits,RK605,BYOR-3000,7,$214.00 ,$42.80 ,"$1,455.20 "
1104006,Retail,Individual,Michelle Rosgen,Arizona,Drone Kits,DK206,BYOD-400,1,$119.00 ,0,$119.00 
1104007,Retail,Individual,Riley O'Kon,Washington,Drones,DS303,DTD-7000 Drone,4,$450.00 ,0,"$1,800.00 "
1104008,Retail,Individual,Leigh Kelberer,California,Robots,RS705,RQTE-554 Robot,1,$684.00 ,0,$684.00 
1104009,Retail,Individual,Decca Spelwood,New York,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99 ,0,$8.99 
1104010,Retail,Individual,Iolanthe Seddon,Kentucky,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99 ,0,$8.99 
1104011,Retail,Individual,Tommie Berkowitz,Texas,Drones,DS303,DTD-7000 Drone,2,$450.00 ,0,$900.00 
1104012,Wholesale,Business,H Plus Sport,Florida,eBooks,EB509,GPS Drones,8,$19.99 ,$4.00 ,$155.92 
1104013,Wholesale,Business,Bernier Security,Minnesota,Drone Kits,DK208,BYOD-500,45,$167.00 ,$33.40 ,"$7,481.60 "
1104014,Retail,Individual,Lesli Frantz,California,Training Videos,TV802,AI for Educators,1,$49.95 ,0,$49.95 
1104015,Retail,Individual,Issy Battison,Michigan,Training Videos,TV804,Drone Video Techniques,1,$37.99 ,0,$37.99 
1104016,Wholesale,Business,Conn Inc.,Kentucky,Drone Kits,DK204,BYOD-300,5,$89.00 ,$17.80 ,$427.20 
1104017,Retail,Individual,Pauli Munkley,District of Columbia,Drone Kits,DK204,BYOD-300,2,$89.00 ,0,$178.00 
1104018,Wholesale,Business,Stroman Inc.,Pennsylvania,Robot Kits,RK605,BYOR-3000,12,$214.00 ,$42.80 ,"$2,525.20 "
1104019,Wholesale,Business,Mann LLC,Texas,Blueprints,BP104,Cat Robot Blueprint,37,$4.99 ,$1.00 ,$183.63 
1104020,Wholesale,Business,Torp Inc.,Florida,Drone Kits,DK206,BYOD-400,8,$119.00 ,$23.80 ,$928.20 
1104021,Wholesale,Business,Schuppe Inc.,Alabama,Drones,DS306,DX-145 Drone,8,$250.00 ,$50.00 ,"$1,950.00 "
1104022,Wholesale,Business,Witting Innovations,Kentucky,Drones,DS301,DA-SA702 Drone,11,$399.00 ,$79.80 ,"$4,309.20 "
1104023,Wholesale,Business,Brekke Productions,Louisiana,Training Videos,TV808,Robotic Essentials,5,$34.99 ,$7.00 ,$167.95 
1104024,Wholesale,Business,Hammes Inc.,Michigan,eBooks,EB519,Spherical Robots,8,$16.75 ,$3.35 ,$130.65 
1104025,Retail,Individual,Ruprecht Berryann,California,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1104026,Wholesale,Business,Treutel Group,New York,Training Videos,TV801,Aerial Security,4,$36.99 ,$7.40 ,$140.56 
1104027,Wholesale,Business,The Mayer Company,Florida,eBooks,EB508,Fixed Wing Drones,6,$15.50 ,$3.10 ,$89.90 
1104028,Wholesale,Business,Keeling Inc.,Georgia,Drone Kits,DK208,BYOD-500,6,$167.00 ,$33.40 ,$968.60 
1104029,Retail,Individual,Ricky Grimes,Arkansas,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1104030,Wholesale,Business,Lehner Inc.,Tennessee,eBooks,EB504,Cartesian Robots,10,$12.99 ,$2.60 ,$127.30 
1104031,Retail,Individual,Berkie Lanchbury,Virginia,Robot Kits,RK606,BYOR-3535,1,$225.00 ,0,$225.00 
1104032,Retail,Individual,Deane Kepling,Indiana,Training Videos,TV809,Understanding 3D Printing,1,$42.99 ,0,$42.99 
1104033,Wholesale,Business,McCullough LLC,North Carolina,Training Videos,TV806,Mapping with Drones,74,$49.00 ,$9.80 ,"$3,616.20 "
1104034,Retail,Individual,Belicia Strafford,New Jersey,Training Videos,TV811,Understanding Drone Regulations,1,$27.50 ,0,$27.50 
1104035,Wholesale,Business,Durgan Group,Indiana,eBooks,EB519,Spherical Robots,8,$16.75 ,$3.35 ,$130.65 
1104036,Wholesale,Business,Murazik Inc.,Arizona,Robot Kits,RK607,BYOR-4005,7,$245.00 ,$49.00 ,"$1,666.00 "
1104037,Wholesale,Business,CDIA Inc..,Colorado,eBooks,EB509,GPS Drones,13,$19.99 ,$4.00 ,$255.87 
1104038,Wholesale,Business,Erdman LLC,North Carolina,eBooks,EB509,GPS Drones,17,$19.99 ,$4.00 ,$335.83 
1104039,Wholesale,Business,Schmidt Group,Nebraska,Training Videos,TV806,Mapping with Drones,10,$49.00 ,$9.80 ,$480.20 
1104040,Wholesale,Business,Howe LLC,New Mexico,Drones,DS306,DX-145 Drone,7,$250.00 ,$50.00 ,"$1,700.00 "
1104041,Wholesale,Business,West Technologies,West Virginia,Training Videos,TV802,AI for Educators,4,$49.95 ,$9.99 ,$189.81 
1104042,Retail,Business,Quitzon Inc.,Missouri,Training Videos,TV804,Drone Video Techniques,3,$37.99 ,0,$113.97 
1104043,Retail,Individual,James Lueilwitz,Texas,Robots,RS703,RCB-889 Robot,1,$549.00 ,0,$549.00 
1104044,Wholesale,Business,Kessler Inc.,Ohio,Drone Kits,DK201,BYOD-100,7,$54.00 ,$10.80 ,$367.20 
1104045,Retail,Individual,Bri Ernser,Florida,Robots,RS705,RQTE-554 Robot,1,$684.00 ,0,$684.00 
1104046,Wholesale,Business,Mountain Run LLC,Georgia,Training Videos,TV805,Industrial 3D Printing ,91,$49.00 ,$9.80 ,"$4,449.20 "
1104047,Wholesale,Business,Wintheiser Inc.,Oregon,Robots,RS706,RWW-75 Robot,93,$883.00 ,$176.60 ,"$81,942.40 "
1104048,Wholesale,Business,Metz Group,Delaware,Blueprints,BP108,Panda Robot Blueprint,8,$7.99 ,$1.60 ,$62.32 
1104049,Wholesale,Business,Hickle LLC,Arizona,Blueprints,BP106,Hexacopter Drone Blueprint,12,$8.99 ,$1.80 ,$106.08 
1104050,Wholesale,Business,Rowe Informations Systems Inc..,California,Robot Kits,RK606,BYOR-3535,10,$225.00 ,$45.00 ,"$2,205.00 "
1104051,Retail,Individual,Renaud Lucchi,Texas,Blueprints,BP108,Panda Robot Blueprint,1,$7.99 ,0,$7.99 
1104052,Retail,Individual,Lacy Gullivan,Pennsylvania,Drone Kits,DK202,BYOD-200,1,$58.95 ,0,$58.95 
1104053,Retail,Individual,David Kyd,Florida,Drone Kits,DK206,BYOD-400,1,$119.00 ,0,$119.00 
1104054,Retail,Individual,Thia Finnimore,Alabama,eBooks,EB514,Polar Robots,1,$23.99 ,0,$23.99 
1104055,Wholesale,Business,Altenwerth and Sons,New York,eBooks,EB518,Single Rotor Drones,3,$14.99 ,$3.00 ,$41.97 
1104056,Wholesale,Business,Barton Inc.,Louisiana,Drones,DS303,DTD-7000 Drone,6,$450.00 ,$90.00 ,"$2,610.00 "
1104057,Wholesale,Business,Kemmer and Sons,North Carolina,Blueprints,BP107,Ladybug Robot Blueprint,8,$12.00 ,$2.40 ,$93.60 
1104058,Wholesale,Business,Aufderhar Tech,Kansas,Training Videos,TV813,Virtual Reality Basics,7,$29.99 ,$6.00 ,$203.93 
1104059,Wholesale,Business,King Inc.,Tennessee,Drone Kits,DK204,BYOD-300,11,$89.00 ,$17.80 ,$961.20 
1104060,Retail,Individual,Deb Courtois,Florida,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99 ,0,$8.99 
1104061,Retail,Individual,Zelig Ranson,New Jersey,Drone Kits,DK206,BYOD-400,1,$119.00 ,0,$119.00 
1104062,Retail,Individual,Gaylord Bosco,Kentucky,Drones,DS305,DTI-84 Drone,1,$455.00 ,0,$455.00 
1104063,Retail,Individual,Paulina Bartkowiak,California,Drone Kits,DK202,BYOD-200,1,$58.95 ,0,$58.95 
1104064,Wholesale,Business,Mohr Group,Louisiana,Blueprints,BP104,Cat Robot Blueprint,6,$4.99 ,$1.00 ,$28.94 
1104065,Wholesale,Business,Corkery International ,Utah,Blueprints,BP107,Ladybug Robot Blueprint,7,$12.00 ,$2.40 ,$81.60 
1104066,Wholesale,Business,Thiel Group,Minnesota,Blueprints,BP106,Hexacopter Drone Blueprint,6,$8.99 ,$1.80 ,$52.14 
1104067,Retail,Business,Sawayn Inc.,Pennsylvania,Robots,RS703,RCB-889 Robot,92,$549.00 ,0,"$50,508.00 "
1104068,Wholesale,Business,Ullrich Inc.,Kansas,Blueprints,BP106,Hexacopter Drone Blueprint,74,$8.99 ,$1.80 ,$663.46 
1104069,Retail,Individual,Cam Beacon,Oregon,Blueprints,BP104,Cat Robot Blueprint,1,$4.99 ,0,$4.99 
1104070,Wholesale,Business,Ortiz Inc.,Texas,Training Videos,TV802,AI for Educators,10,$49.95 ,$9.99 ,$489.51 
1104071,Retail,Individual,Alison Sweeting,Florida,Training Videos,TV802,AI for Educators,1,$49.95 ,0,$49.95 
1104072,Retail,Individual,Troy Nugent,Arizona,Blueprints,BP104,Cat Robot Blueprint,1,$4.99 ,0,$4.99 
1104073,Retail,Individual,Vivi Josefsson,Texas,Blueprints,BP106,Hexacopter Drone Blueprint,1,$8.99 ,0,$8.99 
1104074,Retail,Individual,Yessa Reichert,Tennessee,eBooks,EB501,Articulated Robots,1,$23.99 ,0,$23.99 
1104075,Wholesale,Business,Clever Industries,Utah,Robot Kits,RK603,BYOR-1500,9,$189.00 ,$37.80 ,"$1,663.20 "
1104076,Retail,Individual,Alethea Wethered,Texas,Training Videos,TV805,Industrial 3D Printing ,1,$49.00 ,0,$49.00 
1104077,Retail,Individual,Alejandrina Gyles,Connecticut,Training Videos,TV805,Industrial 3D Printing ,1,$49.00 ,0,$49.00 
1104078,Wholesale,Business,Auer Inc.,Maryland,eBooks,EB511,Helicopter Drones,5,$20.95 ,$4.19 ,$100.56 
1104079,Retail,Individual,Andy Walter,Ohio,Blueprints,BP104,Cat Robot Blueprint,1,$4.99 ,0,$4.99 
1104080,Retail,Individual,Bell Climpson,Kentucky,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1104081,Retail,Individual,Bella Ilett,District of Columbia,Robot Kits,RK606,BYOR-3535,2,$225.00 ,0,$450.00 
1104082,Retail,Individual,Sallyann Izacenko,California,Blueprints,BP102,Bsquare Robot Blueprint,1,$8.99 ,0,$8.99 
1104083,Wholesale,Business,Harris Inc.,Oklahoma,Training Videos,TV811,Understanding Drone Regulations,16,$27.50 ,$5.50 ,$434.50 
1104084,Retail,Individual,Will Konopelski,Indiana,Blueprints,BP104,Cat Robot Blueprint,1,$4.99 ,0,$4.99 
1104085,Wholesale,Business,Hudson LLC,Ohio,Training Videos,TV803,Cloud Computing,10,$29.99 ,$6.00 ,$293.90 
1104086,Retail,Individual,Pooh Rankin,Colorado,eBooks,EB502,Building Your First Robot,1,$24.95 ,0,$24.95 
1104087,Wholesale,Business,Haag Group,District of Columbia,Training Videos,TV801,Aerial Security,10,$36.99 ,$7.40 ,$362.50 
1104088,Retail,Individual,Sonia Penhaleurack,California,eBooks,EB513,Photograph Drones,1,$14.99 ,0,$14.99 
1104089,Retail,Individual,Bertrand Pusill,Illinois,Robots,RS707,RXW-9807 Robot,1,$599.00 ,0,$599.00 
1104090,Wholesale,Business,Baumbach Security,North Dakota,Drone Kits,DK209,BYOD-550,11,$179.00 ,$35.80 ,"$1,933.20 "
1104091,Wholesale,Business,Bernier Security,Minnesota,Training Videos,TV801,Aerial Security,5,$36.99 ,$7.40 ,$177.55 
1104092,Retail,Individual,Dillon Ankunding,California,Training Videos,TV808,Robotic Essentials,1,$34.99 ,0,$34.99 
1104093,Retail,Individual,George Hackett,Texas,eBooks,EB501,Articulated Robots,1,$23.99 ,0,$23.99 
1104094,Retail,Individual,Ibbie Forstall,Florida,Drone Kits,DK208,BYOD-500,2,$167.00 ,0,$334.00 
1104095,Wholesale,Business,Beier Inc.,Michigan,Drone Kits,DK202,BYOD-200,3,$58.95 ,$11.79 ,$165.06 
1104096,Retail,Individual,Kasper Braybrookes,Virginia,eBooks,EB503,Building Your Own Drone,1,$24.99 ,0,$24.99 
1104097,Retail,Individual,Stacee Millmoe,Louisiana,Blueprints,BP108,Panda Robot Blueprint,1,$7.99 ,0,$7.99 
1104098,Wholesale,Business,Donnelly Group,Montana,Training Videos,TV812,Understanding Raspberry PI,9,$28.99 ,$5.80 ,$255.11 
1104099,Wholesale,Business,H Plus Sport,Florida,Training Videos,TV801,Aerial Security,4,$36.99 ,$7.40 ,$140.56 
1104100,Wholesale,Business,Balistreri Group,Tennessee,Robot Kits,RK606,BYOR-3535,17,$225.00 ,$45.00 ,"$3,780.00 "
1104101,Retail,Individual,Geremy Krajcik,Hawaii,Robot Kits,RK602,BYOR-1000,1,$190.00 ,0,$190.00 
1104102,Retail,Business,Sanford Security,New Jersey,Drone Kits,DK203,BYOD-220,3,$69.00 ,0,$207.00 
1104103,Wholesale,Business,Flatley-Effertz,Washington,Blueprints,BP106,Hexacopter Drone Blueprint,9,$8.99 ,$1.80 ,$79.11 
1104104,Wholesale,Business,Hamill Inc.,Florida,Drones,DS303,DTD-7000 Drone,12,$450.00 ,$90.00 ,"$5,310.00 "
1104105,Retail,Individual,Nanice Allred,Mississippi,eBooks,EB514,Polar Robots,1,$23.99 ,0,$23.99 
1104106,Wholesale,Business,Kreiger LLC,New York,eBooks,EB504,Cartesian Robots,7,$12.99 ,$2.60 ,$88.33 
1104107,Wholesale,Business,Wintheiser Inc.,Oregon,eBooks,EB513,Photograph Drones,6,$14.99 ,$3.00 ,$86.94 
1104108,Wholesale,Business,Renner Group,North Dakota,Blueprints,BP105,Creature Robot Arms Blueprint ,8,$12.00 ,$2.40 ,$93.60 
1104109,Retail,Individual,Geno Sokill,Wisconsin,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1104110,Retail,Individual,Gian Patience,Ohio,eBooks,EB503,Building Your Own Drone,1,$24.99 ,0,$24.99 
1104111,Wholesale,Business,Nikolaus LLC,Virginia,Blueprints,BP108,Panda Robot Blueprint,5,$7.99 ,$1.60 ,$38.35 
1104112,Retail,Individual,Rheta Luxen,Indiana,Robot Kits,RK603,BYOR-1500,1,$189.00 ,0,$189.00 
1104113,Retail,Individual,Avrom Klein,Ohio,Training Videos,TV811,Understanding Drone Regulations,1,$27.50 ,0,$27.50 
1104114,Retail,Business,Mraz Group,South Carolina,eBooks,EB521,Understanding Artificial Intelligence,18,$19.50 ,0,$351.00 
1104115,Wholesale,Business,Kiehn LLC,District of Columbia,eBooks,EB509,GPS Drones,84,$19.99 ,$4.00 ,"$1,675.16 "
1104116,Retail,Individual,Flo Dadley,Massachusetts,Training Videos,TV806,Mapping with Drones,1,$49.00 ,0,$49.00 
1104117,Retail,Individual,Nancie Seide,Florida,Robots,RS702,MICR-23K Robot,1,$899.00 ,0,$899.00 
1104118,Retail,Individual,Seymour O'Connel,Ohio,Training Videos,TV808,Robotic Essentials,1,$34.99 ,0,$34.99 
1104119,Retail,Individual,Fleming Wille,Ohio,eBooks,EB517,SCARA Robots,1,$19.50 ,0,$19.50 
1104120,Wholesale,Business,Ratke and Sons,North Carolina,eBooks,EB505,Delivery Drones,9,$14.99 ,$3.00 ,$131.91 
1104121,Retail,Individual,Olenolin Emerine,Illinois,eBooks,EB509,GPS Drones,1,$19.99 ,0,$19.99 
1104122,Wholesale,Business,Bailey Inc.,South Carolina,Robot Kits,RK602,BYOR-1000,10,$189.00 ,$37.80 ,"$1,852.20 "
1104123,Retail,Individual,Brewer Yerby,Kansas,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1104124,Retail,Individual,Benedetto Jonas,Arizona,Blueprints,BP107,Ladybug Robot Blueprint,1,$12.00 ,0,$12.00 
1104125,Wholesale,Business,Stoltenberg LLC,New York,Training Videos,TV804,Drone Video Techniques,12,$37.99 ,$7.60 ,$448.28 
1104126,Wholesale,Business,Parker Group,Arizona,Drone Kits,DK201,BYOD-100,4,$54.00 ,$10.80 ,$205.20 
1104127,Wholesale,Business,Bauch Group,Pennsylvania,Blueprints,BP101,All Eyes Drone Blueprint,13,$9.99 ,$2.00 ,$127.87 
1104128,Retail,Individual,Patrizio Cundy,Florida,eBooks,EB518,Single Rotor Drones,1,$14.99 ,0,$14.99 
1104129,Retail,Individual,Kerrill Gaukroger,Florida,eBooks,EB506,Delta Robots,1,$16.99 ,0,$16.99 
1104130,Retail,Individual,Ethelred Jaskiewicz,Indiana,eBooks,EB507,Drone Building Essentials,1,$13.99 ,0,$13.99 
1104131,Wholesale,Business,Zoo Technologies,Hawaii,Training Videos,TV810,Understanding Automation,4,$44.95 ,$8.99 ,$170.81 
1104132,Wholesale,Business,Nolan Inc.,Massachusetts,Training Videos,TV806,Mapping with Drones,105,$49.00 ,$9.80 ,"$5,135.20 "
1104133,Retail,Individual,Wendy Hauck-Kuvalis,Washington,Drones,DS307,MICR-564K Drone,1,$499.00 ,0,$499.00 
1104134,Wholesale,Business,Vandervort LLC,Ohio,Blueprints,BP107,Ladybug Robot Blueprint,100,$12.00 ,$2.40 ,"$1,197.60 "
1104135,Retail,Individual,Grant Jacobson,West Virginia,Training Videos,TV811,Understanding Drone Regulations,1,$27.50 ,0,$27.50 
1104136,Wholesale,Business,Homenick Group,New York,Training Videos,TV807,Open Source Code,8,$32.95 ,$6.59 ,$257.01 
1104137,Wholesale,Business,Hessel LLC,Pennsylvania,eBooks,EB519,Spherical Robots,8,$16.75 ,$3.35 ,$130.65 
1104138,Retail,Individual,Leslie Cormier,Alabama,Training Videos,TV810,Understanding Automation,1,$44.95 ,0,$44.95 
1104139,Wholesale,Business,Schoen Technologies,Georgia,Drone Kits,DK208,BYOD-500,9,$167.00 ,$33.40 ,"$1,469.60 "
1104140,Wholesale,Business,The Lesch Company,Maryland,Drone Kits,DK206,BYOD-400,8,$119.00 ,$23.80 ,$928.20 
1104141,Retail,Individual,Ivy Rickeard,Utah,Drone Kits,DK204,BYOD-300,1,$89.00 ,0,$89.00 
1104142,Wholesale,Business,Stroman Inc.,Pennsylvania,Training Videos,TV811,Understanding Drone Regulations,8,$27.50 ,$5.50 ,$214.50 
1104143,Wholesale,Business,Kreiger LLC,New York,Training Videos,TV804,Drone Video Techniques,9,$37.99 ,$7.60 ,$334.31 
1104144,Wholesale,Business,Romaguera LLC,Ohio,eBooks,EB513,Photograph Drones,62,$14.99 ,$3.00 ,$926.38 
1104145,Retail,Individual,Chad Ironside,New York,Blueprints,BP105,Creature Robot Arms Blueprint ,1,$12.00 ,0,$12.00 
1104146,Wholesale,Business,Koepp Inc.,Pennsylvania,eBooks,EB514,Polar Robots,12,$23.99 ,$4.80 ,$283.08 
1104147,Wholesale,Business,Kiehn LLC,District of Columbia,Blueprints,BP105,Creature Robot Arms Blueprint ,3,$12.00 ,$2.40 ,$33.60 
1104148,Wholesale,Business,Schiller LLC,Pennsylvania,Training Videos,TV810,Understanding Automation,8,$44.95 ,$8.99 ,$350.61 
1104149,Retail,Individual,Jenna Kuhn,Georgia,Drones,DS301,DA-SA702 Drone,2,$399.00 ,0,$798.00 
1104150,Wholesale,Business,Swaniawski Group,Virginia,Training Videos,TV810,Understanding Automation,3,$44.95 ,$8.99 ,$125.86 
1104151,Retail,Individual,Hanna Haley-Rodriguez,Wyoming,Training Videos,TV812,Understanding Raspberry PI,1,$28.99 ,0,$28.99 
1104152,Retail,Individual,Cyril Biaggi,Florida,Drone Kits,DK203,BYOD-220,1,$69.00 ,0,$69.00 
1104153,Wholesale,Business,Kassulke-Schneider,Tennessee,Blueprints,BP110,Sleepy Eye Blueprint,5,$11.99 ,$2.40 ,$57.55 
1104154,Wholesale,Business,Quigley Inc.,Tennessee,Drones,DS306,DX-145 Drone,11,$250.00 ,$50.00 ,"$2,700.00 "
1104155,Wholesale,Business,Jenkins LLC,North Carolina,Robots,RS706,RWW-75 Robot,6,$883.00 ,$176.60 ,"$5,121.40 "
1104156,Wholesale,Business,Hickle LLC,Arizona,Training Videos,TV811,Understanding Drone Regulations,9,$27.50 ,$5.50 ,$242.00 
1104157,Retail,Individual,Dixie  Russel,Michigan,Robots,RS703,RCB-889 Robot,3,$549.00 ,0,"$1,647.00 "
1104158,Wholesale,Business,Jacobi LLC,Arizona,eBooks,EB504,Cartesian Robots,9,$12.99 ,$2.60 ,$114.31 
1104159,Wholesale,Business,Veum Group,New York,Blueprints,BP109,QuadroCopter Blueprint ,6,$10.99 ,$2.20 ,$63.74 
1104160,Wholesale,Business,Turner and Sons,Mississippi,Training Videos,TV809,Understanding 3D Printing,5,$42.99 ,$8.60 ,$206.35 
1104161,Retail,Individual,Yance Butchers,Mississippi,Training Videos,TV803,Cloud Computing,1,$29.99 ,0,$29.99 
1104162,Retail,Individual,Carly Upstell,Pennsylvania,Training Videos,TV812,Understanding Raspberry PI,1,$28.99 ,0,$28.99 
